name,l_mean,l_std,l_entropy,a_mean,a_std,a_entropy,b_mean,b_std,b_entropy,curvature_mean,curvature_std,curvature_entropy,curvature_ggd1,curvature_ggd2,curvature_aggd1,curvature_aggd2,curvature_aggd3,curvature_aggd4,curvature_gamma1,curvature_gamma2,anisotropy_mean,anisotropy_std,anisotropy_entropy,anisotropy_ggd1,anisotropy_ggd2,anisotropy_aggd1,anisotropy_aggd2,anisotropy_aggd3,anisotropy_aggd4,anisotropy_gamma1,anisotropy_gamma2,linearity_mean,linearity_std,linearity_entropy,linearity_ggd1,linearity_ggd2,linearity_aggd1,linearity_aggd2,linearity_aggd3,linearity_aggd4,linearity_gamma1,linearity_gamma2,planarity_mean,planarity_std,planarity_entropy,planarity_ggd1,planarity_ggd2,planarity_aggd1,planarity_aggd2,planarity_aggd3,planarity_aggd4,planarity_gamma1,planarity_gamma2,sphericity_mean,sphericity_std,sphericity_entropy,sphericity_ggd1,sphericity_ggd2,sphericity_aggd1,sphericity_aggd2,sphericity_aggd3,sphericity_aggd4,sphericity_gamma1,sphericity_gamma2
bag_gsigma_0_tsigma_32.ply,47.05225922,23.2166378,7.439605416,4.463712334,21.90411304,7.025720846,6.289795991,23.96020246,6.953587899,0.055581629,0.044162165,6.687024936,1.719,0.07099022,1.843,0.6168371,0.650503874,1.431182504,1.58402564,0.035088846,0.900598526,0.088693127,6.251454552,10,0.904955685,1.365,-0.683558793,1.503421664,0.598407209,103.1057553,0.008734707,0.370660901,0.155797482,7.197600168,10,0.402072579,2.734,0.020471664,0.987525702,1.012437344,5.660215908,0.06548529,0.529937863,0.176151067,7.267449943,10,0.558447242,2.406,-0.071036545,1.043934464,0.9565624,9.050648221,0.058552472,0.09940125,0.088693142,6.251455121,1.278,0.133218139,1.365,0.683558883,0.598405063,1.503419638,1.256041172,0.079138523
bag_gsigma_0_tsigma_8.ply,45.79758324,22.42829034,7.235795569,3.104680462,8.256746899,6.432692878,5.699616636,13.87050488,6.502200786,0.055581629,0.044162165,6.687024936,1.719,0.07099022,1.843,0.6168371,0.650503874,1.431182504,1.58402564,0.035088846,0.900598526,0.088693127,6.251454552,10,0.904955685,1.365,-0.683558793,1.503421664,0.598407209,103.1057553,0.008734707,0.370660901,0.155797482,7.197600168,10,0.402072579,2.734,0.020471664,0.987525702,1.012437344,5.660215908,0.06548529,0.529937863,0.176151067,7.267449943,10,0.558447242,2.406,-0.071036545,1.043934464,0.9565624,9.050648221,0.058552472,0.09940125,0.088693142,6.251455121,1.278,0.133218139,1.365,0.683558883,0.598405063,1.503419638,1.256041172,0.079138523
bag_gsigma_2_tsigma_16.ply,46.05818226,22.61537812,7.310872118,3.47580645,12.87911363,6.722672227,5.84145187,16.74700666,6.696536055,0.147157744,0.049661919,7.120436945,10,0.155311629,2.479,0.056302269,0.965703905,1.034769654,8.780508159,0.016759594,0.717259169,0.12402717,6.913107575,10,0.727903545,2.186,-0.243928306,1.155970335,0.853167713,33.44405406,0.021446538,0.415784925,0.166225687,7.271447963,10,0.447781324,2.848,-0.029028837,1.017731309,0.98251462,6.256645299,0.066454932,0.301474392,0.155523866,7.168493246,10,0.339226156,2.678,0.182561976,0.89122051,1.113736272,3.757570758,0.080231192,0.282740712,0.12402717,6.913108107,10,0.30874759,2.186,0.243929699,0.853166819,1.155971169,5.196888787,0.05440577
bag_gsigma_2_tsigma_32.ply,47.08100143,23.20623085,7.439206387,4.48505975,21.91540201,6.988595351,6.349309888,23.97564906,6.957848804,0.14717412,0.049613468,7.12454606,10,0.155311704,2.463,0.05645663,0.965590298,1.034884691,8.799623186,0.016725047,0.717224002,0.123935588,6.923834827,10,0.727853239,2.175,-0.242875307,1.155271769,0.853620589,33.49021547,0.021415927,0.415726095,0.166288555,7.267053307,10,0.447749883,2.853,-0.025864777,1.015782952,0.984408796,6.250146628,0.066514621,0.301497936,0.155509442,7.181450908,10,0.33924064,2.699,0.182144839,0.891534388,1.113405347,3.758855215,0.080210046,0.282775968,0.123935588,6.923835168,10,0.30874303,2.175,0.242875595,0.85362035,1.155271888,5.205869363,0.054318679
bag_gsigma_2_tsigma_8.ply,45.80209824,22.43262958,7.233824388,3.109898586,8.254270794,6.452656058,5.705757706,13.88256999,6.517643166,0.147162393,0.0496016,7.128097281,10,0.155296713,2.466,0.058236103,0.964537263,1.03600812,8.802431187,0.01671838,0.717290699,0.123906769,6.932123722,10,0.727913797,2.177,-0.244871207,1.156670094,0.852568686,33.51203005,0.021403978,0.415931076,0.166148439,7.282141709,10,0.447888345,2.842,-0.027997472,1.017101645,0.983130932,6.266868752,0.06636984,0.301359355,0.155402184,7.174088606,10,0.339068353,2.684,0.182304339,0.891428113,1.113590598,3.760586042,0.080136273,0.28270945,0.123906769,6.932123764,10,0.30867058,2.177,0.244870391,0.852569818,1.156670213,5.205842164,0.054306195
bag_gsigma_4_tsigma_16.ply,46.06088052,22.62032077,7.313312142,3.459018035,12.87541055,6.715416804,5.871204615,16.72593335,6.715230107,0.149632409,0.050459702,7.165297379,10,0.157911465,2.489,0.039110877,0.976118863,1.024079204,8.79351079,0.017016231,0.710221827,0.126951411,6.974070194,10,0.721478879,2.216,-0.227077397,1.144586325,0.863090217,31.2977694,0.022692411,0.409016341,0.164931089,7.275157662,10,0.441017777,2.813,-0.0169911,1.010372996,0.989741266,6.150021682,0.066506486,0.301205426,0.154699117,7.147034199,10,0.338609725,2.661,0.180711576,0.89223963,1.112611413,3.790969719,0.079453395,0.289778173,0.126951411,6.974070824,10,0.316366971,2.216,0.227077397,0.863090217,1.144586325,5.210227592,0.055617183
bag_gsigma_4_tsigma_32.ply,47.04956955,23.21964942,7.439481398,4.507664842,21.90031077,6.980216016,6.288419766,23.97316906,6.97793489,0.149774954,0.050448034,7.156082171,10,0.158042803,2.501,0.039126573,0.976130664,1.02409029,8.8143486,0.016992175,0.709842145,0.126949623,6.963023475,10,0.721104681,2.22,-0.226916415,1.144509196,0.863263488,31.26519536,0.022703909,0.408535093,0.165177792,7.273618706,10,0.440663904,2.821,-0.01586745,1.009680748,0.99041748,6.117243455,0.066784185,0.301307052,0.15505825,7.165461107,10,0.338864237,2.657,0.180592681,0.89227438,1.112527609,3.775976174,0.079795801,0.290157884,0.126949623,6.963023413,10,0.316713989,2.22,0.226916126,0.863263607,1.144508958,5.224037959,0.055542836
bag_gsigma_4_tsigma_8.ply,45.79889151,22.42936746,7.235127477,3.111474812,8.26392232,6.441189521,5.708612051,13.87868151,6.52129217,0.149704933,0.050477512,7.162608167,10,0.157985911,2.498,0.039068597,0.976161957,1.024055481,8.795827084,0.017019996,0.71002841,0.127021402,6.967904599,10,0.721300602,2.221,-0.227388429,1.144802451,0.862984419,31.24626252,0.022723628,0.408818036,0.165120244,7.262568332,10,0.440904588,2.813,-0.01757278,1.010733366,0.98939532,6.129990762,0.066691457,0.301210254,0.154957026,7.165487901,10,0.338731855,2.667,0.182995634,0.890974164,1.114091277,3.778481609,0.079717278,0.289971739,0.127021387,6.967905083,10,0.316572279,2.221,0.227386986,0.862985492,1.144801736,5.211442345,0.055641358
bag_level_7.ply,45.69483435,22.51794909,7.192283443,2.895528372,5.799411839,5.956627736,5.804840321,12.73193527,6.3396508,0.023962514,0.032902282,5.988144998,0.581,0.040703077,0.863,0.831918425,0.485363066,1.709776163,0.530421983,0.045176324,0.957320571,0.063526466,5.644177458,10,0.959426045,0.727,-0.842845325,1.762579203,0.451893538,227.0984235,0.004215443,0.315821171,0.144230649,7.19123337,10,0.347196043,2.141,0.130037626,0.9199664,1.081737161,4.794861822,0.065866589,0.6414994,0.162562639,7.157809673,10,0.661776125,1.94,-0.21245602,1.136921883,0.86970675,15.57255194,0.041194237,0.042679362,0.063526459,5.644174229,0.518,0.076531425,0.727,0.842846398,0.451892614,1.762579918,0.451372606,0.094554613
bag_level_8.ply,45.54276482,22.45808844,7.208530615,2.943044382,5.782614232,5.98661026,5.690471009,12.66451499,6.314094442,0.030793875,0.035935532,6.147686574,0.752,0.047324613,0.985,0.802909084,0.516451657,1.656270266,0.734315468,0.041935483,0.945168734,0.070275046,5.68190899,10,0.947777629,0.815,-0.82612207,1.716116548,0.479052246,180.8916948,0.005225053,0.337150276,0.147003353,7.168745777,10,0.367804557,2.459,0.073623995,0.955028772,1.045407176,5.260109196,0.06409568,0.608018398,0.164460421,7.191457981,10,0.629867792,2.082,-0.147626162,1.093327045,0.909128368,13.66824815,0.044484004,0.054831363,0.070275038,5.681911416,0.646,0.089134917,0.815,0.826120717,0.479053527,1.716115832,0.608776782,0.090068085
bag_level_9.ply,45.54459063,22.41239485,7.205167047,2.974556996,5.722683984,5.97282405,5.629828372,12.64021839,6.299630211,0.043399941,0.040262803,6.511512717,1.17,0.059200052,1.387,0.704984357,0.591836035,1.522596836,1.161905786,0.037352376,0.923021853,0.079603598,6.073971101,10,0.926447868,1.089,-0.752616251,1.589518547,0.546609879,134.4495159,0.006865193,0.368006408,0.154364854,7.211017649,10,0.399070382,2.695,0.021706581,0.986765921,1.01320982,5.683483583,0.064750153,0.555015266,0.170619294,7.24344954,10,0.58064872,2.304,-0.073731358,1.045716047,0.954663098,10.58166944,0.052450634,0.076978311,0.07960359,6.073971756,0.936,0.110735632,1.089,0.752613929,0.546611786,1.589517236,0.935130284,0.082318279
bag_pqs_1_qs_16.ply,45.73083231,22.42312107,7.101497823,3.706251116,5.596608467,5.648026396,5.60386226,13.09893727,6.024456708,0.055569552,0.044134445,6.648900762,1.721,0.070963524,1.842,0.616316132,0.650669754,1.430742145,1.585326706,0.035052427,0.900634468,0.088633999,6.192640469,10,0.904985309,1.364,-0.683213476,1.503152966,0.598478019,103.2516047,0.008722717,0.370854944,0.155818343,7.197773851,10,0.402259558,2.732,0.01960878,0.98805058,1.011913538,5.664626387,0.065468556,0.529779315,0.176095083,7.267428808,10,0.558279276,2.402,-0.070443371,1.043575764,0.956920207,9.050986773,0.058532773,0.099365592,0.088633999,6.192640909,1.279,0.133152187,1.364,0.683214107,0.598478258,1.503154039,1.256816182,0.079061364
bag_pqs_1_qs_32.ply,45.84833128,22.4254247,7.044867189,4.04390341,5.908048424,5.638822142,4.414008141,12.43065099,5.7236276,0.055569552,0.044134445,6.648900762,1.721,0.070963524,1.842,0.616316132,0.650669754,1.430742145,1.585326706,0.035052427,0.900634468,0.088633999,6.192640469,10,0.904985309,1.364,-0.683213476,1.503152966,0.598478019,103.2516047,0.008722717,0.370854944,0.155818343,7.197773851,10,0.402259558,2.732,0.01960878,0.98805058,1.011913538,5.664626387,0.065468556,0.529779315,0.176095083,7.267428808,10,0.558279276,2.402,-0.070443371,1.043575764,0.956920207,9.050986773,0.058532773,0.099365592,0.088633999,6.192640909,1.279,0.133152187,1.364,0.683214107,0.598478258,1.503154039,1.256816182,0.079061364
bag_pqs_1_qs_48.ply,46.18206414,22.37334849,6.263391786,3.794299178,6.33348896,4.414104762,4.416716766,11.23097136,4.069342703,0.055569552,0.044134445,6.648900762,1.721,0.070963524,1.842,0.616316132,0.650669754,1.430742145,1.585326706,0.035052427,0.900634468,0.088633999,6.192640469,10,0.904985309,1.364,-0.683213476,1.503152966,0.598478019,103.2516047,0.008722717,0.370854944,0.155818343,7.197773851,10,0.402259558,2.732,0.01960878,0.98805058,1.011913538,5.664626387,0.065468556,0.529779315,0.176095083,7.267428808,10,0.558279276,2.402,-0.070443371,1.043575764,0.956920207,9.050986773,0.058532773,0.099365592,0.088633999,6.192640909,1.279,0.133152187,1.364,0.683214107,0.598478258,1.503154039,1.256816182,0.079061364
bag_pqs_1_qs_64.ply,46.55505099,22.2931365,6.292963553,2.859386488,5.20809431,4.206917334,5.724552154,10.67273373,4.22914306,0.055569552,0.044134445,6.648900762,1.721,0.070963524,1.842,0.616316132,0.650669754,1.430742145,1.585326706,0.035052427,0.900634468,0.088633999,6.192640469,10,0.904985309,1.364,-0.683213476,1.503152966,0.598478019,103.2516047,0.008722717,0.370854944,0.155818343,7.197773851,10,0.402259558,2.732,0.01960878,0.98805058,1.011913538,5.664626387,0.065468556,0.529779315,0.176095083,7.267428808,10,0.558279276,2.402,-0.070443371,1.043575764,0.956920207,9.050986773,0.058532773,0.099365592,0.088633999,6.192640909,1.279,0.133152187,1.364,0.683214107,0.598478258,1.503154039,1.256816182,0.079061364
bag_tsl_4_tqs_128.ply,47.2782983,21.62446791,6.585355814,2.819801473,5.408279971,4.519395496,5.359437266,10.70697812,4.439150542,0.071650088,0.030625872,4.358401989,10,0.077920981,0.891,0.009489334,0.993024409,1.006862998,5.473393886,0.013090613,0.863683999,0.063225828,4.290075159,10,0.865995169,0.858,-0.092593486,1.068007827,0.931496501,186.6039333,0.004628434,0.26202628,0.14063257,4.481996294,10,0.297380686,4.419,0.194981956,0.886813939,1.117696166,3.471506943,0.075479113,0.601657331,0.144367591,4.42345108,10,0.618735731,2.658,-0.046566948,1.029364705,0.972572744,17.36837437,0.034640968,0.13631615,0.063225836,4.290075159,10,0.150265098,0.858,0.092590979,0.931498289,1.068005919,4.64842295,0.029325244
bag_tsl_4_tqs_256.ply,47.40175943,20.5237163,6.379716777,2.904376398,5.540624497,4.827194158,5.274427428,10.71472066,4.780439657,0.071650088,0.030625872,4.358401989,10,0.077920981,0.891,0.009489334,0.993024409,1.006862998,5.473393886,0.013090613,0.863683999,0.063225828,4.290075159,10,0.865995169,0.858,-0.092593486,1.068007827,0.931496501,186.6039333,0.004628434,0.26202628,0.14063257,4.481996294,10,0.297380686,4.419,0.194981956,0.886813939,1.117696166,3.471506943,0.075479113,0.601657331,0.144367591,4.42345108,10,0.618735731,2.658,-0.046566948,1.029364705,0.972572744,17.36837437,0.034640968,0.13631615,0.063225836,4.290075159,10,0.150265098,0.858,0.092590979,0.931498289,1.068005919,4.64842295,0.029325244
bag_tsl_4_tqs_512.ply,47.4366314,19.46550118,6.241613727,2.96289811,5.48177707,4.575247676,5.38570577,10.53800266,4.747717396,0.071650088,0.030625872,4.358401989,10,0.077920981,0.891,0.009489334,0.993024409,1.006862998,5.473393886,0.013090613,0.863683999,0.063225828,4.290075159,10,0.865995169,0.858,-0.092593486,1.068007827,0.931496501,186.6039333,0.004628434,0.26202628,0.14063257,4.481996294,10,0.297380686,4.419,0.194981956,0.886813939,1.117696166,3.471506943,0.075479113,0.601657331,0.144367591,4.42345108,10,0.618735731,2.658,-0.046566948,1.029364705,0.972572744,17.36837437,0.034640968,0.13631615,0.063225836,4.290075159,10,0.150265098,0.858,0.092590979,0.931498289,1.068005919,4.64842295,0.029325244
bag_tsl_4_tqs_64.ply,47.2229528,21.9541525,6.662200953,2.948434518,5.437741217,4.494065739,5.343491763,10.98474069,4.810846987,0.071650088,0.030625872,4.358401989,10,0.077920981,0.891,0.009489334,0.993024409,1.006862998,5.473393886,0.013090613,0.863683999,0.063225828,4.290075159,10,0.865995169,0.858,-0.092593486,1.068007827,0.931496501,186.6039333,0.004628434,0.26202628,0.14063257,4.481996294,10,0.297380686,4.419,0.194981956,0.886813939,1.117696166,3.471506943,0.075479113,0.601657331,0.144367591,4.42345108,10,0.618735731,2.658,-0.046566948,1.029364705,0.972572744,17.36837437,0.034640968,0.13631615,0.063225836,4.290075159,10,0.150265098,0.858,0.092590979,0.931498289,1.068005919,4.64842295,0.029325244
bag_tsl_6_tqs_128.ply,45.91327767,22.1181273,6.529248737,2.910362247,5.553544015,4.550729562,5.732616486,11.93919766,4.564587994,0.085599646,0.039328832,4.797519336,10,0.094202235,1.2,0.340466359,0.787270486,1.249261022,4.737203461,0.018069659,0.834582508,0.084891178,4.729234523,10,0.838888884,1.283,-0.481477246,1.365898848,0.721136749,96.65259899,0.008634869,0.267880172,0.137245342,4.885388779,10,0.300991833,3.309,0.127526726,0.922617853,1.075798154,3.809659078,0.070316051,0.566702664,0.155776545,4.831839952,10,0.587722778,2.329,-0.055002127,1.033513784,0.965659678,13.23446989,0.042820202,0.165417209,0.084891178,4.729239233,10,0.185928389,1.283,0.481481208,0.721133947,1.365901351,3.796963656,0.043565658
bag_tsl_6_tqs_256.ply,45.98917625,21.14883074,6.444274711,2.98878865,5.623449563,4.855840242,5.723186713,11.79063231,4.855603432,0.085599646,0.039328832,4.797519336,10,0.094202235,1.2,0.340466359,0.787270486,1.249261022,4.737203461,0.018069659,0.834582508,0.084891178,4.729234523,10,0.838888884,1.283,-0.481477246,1.365898848,0.721136749,96.65259899,0.008634869,0.267880172,0.137245342,4.885388779,10,0.300991833,3.309,0.127526726,0.922617853,1.075798154,3.809659078,0.070316051,0.566702664,0.155776545,4.831839952,10,0.587722778,2.329,-0.055002127,1.033513784,0.965659678,13.23446989,0.042820202,0.165417209,0.084891178,4.729239233,10,0.185928389,1.283,0.481481208,0.721133947,1.365901351,3.796963656,0.043565658
bag_tsl_6_tqs_512.ply,46.07517282,20.30194635,6.387353825,2.996849381,5.750765264,4.851663643,5.490074823,11.67807227,4.740104133,0.085599646,0.039328832,4.797519336,10,0.094202235,1.2,0.340466359,0.787270486,1.249261022,4.737203461,0.018069659,0.834582508,0.084891178,4.729234523,10,0.838888884,1.283,-0.481477246,1.365898848,0.721136749,96.65259899,0.008634869,0.267880172,0.137245342,4.885388779,10,0.300991833,3.309,0.127526726,0.922617853,1.075798154,3.809659078,0.070316051,0.566702664,0.155776545,4.831839952,10,0.587722778,2.329,-0.055002127,1.033513784,0.965659678,13.23446989,0.042820202,0.165417209,0.084891178,4.729239233,10,0.185928389,1.283,0.481481208,0.721133947,1.365901351,3.796963656,0.043565658
bag_tsl_6_tqs_64.ply,45.85769111,22.47828015,6.591420542,2.887857221,5.529444001,4.560763725,5.750809853,12.11964851,4.813078356,0.085599646,0.039328832,4.797519336,10,0.094202235,1.2,0.340466359,0.787270486,1.249261022,4.737203461,0.018069659,0.834582508,0.084891178,4.729234523,10,0.838888884,1.283,-0.481477246,1.365898848,0.721136749,96.65259899,0.008634869,0.267880172,0.137245342,4.885388779,10,0.300991833,3.309,0.127526726,0.922617853,1.075798154,3.809659078,0.070316051,0.566702664,0.155776545,4.831839952,10,0.587722778,2.329,-0.055002127,1.033513784,0.965659678,13.23446989,0.042820202,0.165417209,0.084891178,4.729239233,10,0.185928389,1.283,0.481481208,0.721133947,1.365901351,3.796963656,0.043565658
bag_tsl_8_tqs_128.ply,45.55504342,22.28397758,6.54985217,2.925938913,5.4367367,4.586373563,5.53303837,11.97126981,4.661292845,0.133975238,0.049592514,5.363139802,10,0.142859265,2.346,0.040724923,0.974124193,1.024330735,7.298219145,0.018357251,0.729968607,0.116564348,5.335350154,10,0.739216685,1.721,-0.169487624,1.105340958,0.888907194,39.21724356,0.018613461,0.290804863,0.134616271,5.41368167,10,0.320451319,2.093,0.076213811,0.95082134,1.045862079,4.66668293,0.062315108,0.439163595,0.172104314,5.403493586,10,0.471682698,2.023,-0.060473127,1.039131045,0.963437021,6.511323138,0.067446141,0.270031512,0.116564356,5.335351511,10,0.29411599,1.721,0.16948641,0.888907909,1.105340123,5.366578509,0.050317259
