name,l_mean,l_std,l_entropy,a_mean,a_std,a_entropy,b_mean,b_std,b_entropy,curvature_mean,curvature_std,curvature_entropy,curvature_ggd1,curvature_ggd2,curvature_aggd1,curvature_aggd2,curvature_aggd3,curvature_aggd4,curvature_gamma1,curvature_gamma2,anisotropy_mean,anisotropy_std,anisotropy_entropy,anisotropy_ggd1,anisotropy_ggd2,anisotropy_aggd1,anisotropy_aggd2,anisotropy_aggd3,anisotropy_aggd4,anisotropy_gamma1,anisotropy_gamma2,linearity_mean,linearity_std,linearity_entropy,linearity_ggd1,linearity_ggd2,linearity_aggd1,linearity_aggd2,linearity_aggd3,linearity_aggd4,linearity_gamma1,linearity_gamma2,planarity_mean,planarity_std,planarity_entropy,planarity_ggd1,planarity_ggd2,planarity_aggd1,planarity_aggd2,planarity_aggd3,planarity_aggd4,planarity_gamma1,planarity_gamma2,sphericity_mean,sphericity_std,sphericity_entropy,sphericity_ggd1,sphericity_ggd2,sphericity_aggd1,sphericity_aggd2,sphericity_aggd3,sphericity_aggd4,sphericity_gamma1,sphericity_gamma2
hhi10,33.19126511,18.81981468,7.26724247,2.299193144,18.68124771,6.741610536,-2.729027271,19.36547089,6.880824798,0.002078087,0.008907079,2.913399135,0.2,0.009146279,0.242,0.707631531,0.190168649,2.439259052,0.095502812,0.020302218,0.9964872,0.016656542,2.380871784,10,0.996626377,0.224,-0.668422966,2.489893675,0.17317906,112.5052225,0.006487844,0.407395333,0.180412799,7.225786814,10,0.445555568,4.234,0.137511696,0.922877967,1.08599627,186.3050626,0.013214291,0.589091897,0.180385515,7.2286333,10,0.616090894,4.274,-0.136238003,1.085161209,0.923618019,188.7192157,0.013182011,0.003512804,0.016656542,2.380833174,0.2,0.017022924,0.224,0.668422897,0.17317909,2.489893436,0.066728023,0.042157309
hhi11,33.95656586,19.3374176,7.283864641,3.054361582,22.35489082,6.930614974,-2.175388813,23.20697212,7.033941806,0.002078087,0.008907079,2.913399135,0.2,0.009146279,0.242,0.707631531,0.190168649,2.439259052,0.095502812,0.020302218,0.9964872,0.016656542,2.380871784,10,0.996626377,0.224,-0.668422966,2.489893675,0.17317906,112.5052225,0.006487844,0.407395333,0.180412799,7.225786814,10,0.445555568,4.234,0.137511696,0.922877967,1.08599627,186.3050626,0.013214291,0.589091897,0.180385515,7.2286333,10,0.616090894,4.274,-0.136238003,1.085161209,0.923618019,188.7192157,0.013182011,0.003512804,0.016656542,2.380833174,0.2,0.017022924,0.224,0.668422897,0.17317909,2.489893436,0.066728023,0.042157309
hhi12,31.83524513,17.76785469,7.241937721,0.458489925,4.848873138,5.904973024,-3.983607292,6.102983952,6.571092597,0.002287007,0.009481484,3.020547156,0.2,0.0097534,0.25,0.726733575,0.196242735,2.427749395,0.108519984,0.019937406,0.996152103,0.017582718,2.483431501,10,0.996307313,0.231,-0.687511109,2.479349375,0.179117143,410.5608158,0.002973591,0.402170211,0.171400934,7.241024057,10,0.437171698,2.583,0.057041981,0.965557277,1.035286427,240.9500671,0.011044805,0.593981981,0.171732232,7.244318019,10,0.618309379,2.57,-0.058468069,1.03619504,0.964692652,224.1488276,0.011528277,0.003847828,0.017582716,2.483457462,0.2,0.017998815,0.231,0.687509755,0.179113373,2.47934103,0.075742915,0.042015633
hhi13,31.83633232,17.76468849,7.241741037,0.463472366,4.857906342,5.906611141,-3.980769157,6.109625816,6.572018852,0.002564851,0.010218026,3.224860331,0.2,0.010535005,0.26,0.748685433,0.204534858,2.41305542,0.12591993,0.01948317,0.995734632,0.018869085,2.745557179,10,0.995913386,0.238,-0.705173223,2.467648029,0.18540062,35.51750251,0.022825045,0.428160697,0.174464017,7.275070145,10,0.462340981,2.712,-0.003929668,1.002396107,0.997611165,209798.0431,0.000382511,0.567574203,0.174722567,7.265832378,10,0.593858778,2.688,0.002663662,0.998379409,1.001625061,49679.57655,0.000789655,0.00426531,0.018869085,2.745565817,0.2,0.019345146,0.238,0.705174549,0.185397476,2.467648983,0.085278588,0.042444253
hhi14,31.85112381,17.76697922,7.242467318,0.457449466,4.847183228,5.937272672,-3.982982397,6.100039482,6.570978633,0.00298799,0.011188129,3.312230576,0.204,0.011580246,0.276,0.780608535,0.217530906,2.39021492,0.140033791,0.020524518,0.995083928,0.020341566,2.810646215,10,0.99529171,0.253,-0.740981097,2.445412636,0.198124707,0.379383115,5.57725372,0.445484757,0.176723495,7.281150172,10,0.479257584,2.817,-0.029787865,1.018207669,0.982041061,1378.432446,0.004764433,0.549598992,0.177062333,7.285730684,10,0.577416658,2.788,0.028433411,0.982846856,1.017395616,1699.982123,0.00432059,0.004916221,0.020341568,2.810694712,0.2,0.0209272,0.253,0.740998156,0.198130772,2.445470572,0.11043222,0.039872797
hhi15,31.87986565,17.78103447,7.24214366,0.455368012,4.84548521,5.938255297,-3.978224754,6.094755173,6.582404863,0.003539917,0.012192111,3.584276845,0.218,0.012695597,0.301,0.81978396,0.236098111,2.345787287,0.178202051,0.019459226,0.994208813,0.021968856,3.096137003,10,0.994451642,0.274,-0.779306181,2.399766445,0.215706989,33.9520975,0.042289681,0.452132404,0.178081378,7.291640514,10,0.485938847,2.849,-0.03822269,1.02336657,0.976997435,682.0755373,0.006822699,0.542076647,0.178547397,7.28147843,10,0.570724249,2.812,0.036382033,0.978083551,1.022262216,807.3673476,0.006298517,0.005791018,0.021968856,3.096156463,0.202,0.022719268,0.274,0.779295548,0.215700313,2.399729967,0.138034952,0.038767928
hhi16,31.82175255,17.79317665,7.236862648,0.464139611,4.860975742,5.95897414,-3.97866559,6.107741356,6.589659805,0.004387588,0.01352825,3.817406444,0.238,0.014221944,0.339,0.864025267,0.261977106,2.280138731,0.248272564,0.017469433,0.992890298,0.024101712,3.302865531,10,0.993182778,0.306,-0.82493912,2.332902193,0.239741772,105.6336219,0.007019926,0.463947088,0.18029736,7.325098385,10,0.497748792,2.841,-0.049010843,1.030020952,0.970552146,378.5587934,0.009275269,0.528943181,0.180895865,7.297842907,10,0.559020638,2.8,0.04524354,0.972766161,1.027722836,459.2473354,0.008451923,0.007109712,0.024101712,3.302840361,0.22,0.025128428,0.306,0.824938838,0.239742175,2.332901955,0.185476328,0.036611324
hhi17,31.77770615,17.71581268,7.230423188,0.447533667,4.841964722,5.910872511,-4.017495155,6.096735477,6.582589063,0.006638274,0.016853889,4.431009549,0.282,0.018114002,0.424,0.896387459,0.314257771,2.109941721,0.171907276,1.233265481,0.989308298,0.029862342,3.966802561,10,0.989758909,0.375,-0.866720725,2.168281078,0.287476927,301.4415211,0.003341752,0.481597871,0.184928954,7.332104095,10,0.515882552,2.905,-0.065250822,1.040005803,0.960958958,202.1569911,0.013121304,0.507710516,0.185636938,7.312696845,10,0.540583551,2.866,0.062660678,0.962454617,1.038437366,217.1495903,0.012578423,0.010691701,0.029862342,3.966802154,0.259,0.031718481,0.375,0.866720725,0.287476867,2.168281078,0.31446424,0.033621898
hhi18,31.82999229,17.76917648,7.230112779,0.472239882,5.074584007,5.879938035,-3.977787733,6.271725655,6.423694012,0.002278237,0.00945326,3.033888141,0.2,0.009723907,0.249,0.723732926,0.196025014,2.427646637,0.105611861,0.020232019,0.996163547,0.017615316,2.543322543,10,0.996319056,0.23,-0.684167184,2.478547573,0.178235233,50.53688051,0.019566574,0.401444405,0.171533391,7.239483826,10,0.43655622,2.591,0.056014642,0.96619606,1.034651875,257.9659327,0.010632065,0.594719052,0.171846598,7.242323152,10,0.619049251,2.578,-0.058023211,1.035933852,0.964993834,237.9858488,0.011208695,0.003836533,0.017615316,2.543351873,0.2,0.018028254,0.23,0.684168602,0.178239301,2.478556395,0.071384094,0.043435851
hhi19,32.01613998,17.93203163,7.245631259,0.773669243,8.682945251,6.096609027,-3.800530434,9.374201775,6.420159475,0.002559697,0.010110484,3.239268318,0.2,0.010429466,0.262,0.751969622,0.206232011,2.407527447,0.115321894,0.021002089,0.995751917,0.018469023,2.783121887,10,0.995923162,0.241,-0.711805715,2.46101594,0.188518316,45.18290183,0.032140809,0.42762816,0.174786612,7.262652813,10,0.461969942,2.749,-0.00507023,1.00309217,0.996924877,148508.947,0.000454173,0.568123579,0.175051779,7.265827385,10,0.594480872,2.72,0.003670677,0.99777174,1.0022403,35969.11523,0.000924534,0.004248113,0.018469023,2.78311662,0.2,0.018951273,0.241,0.711805042,0.188519761,2.461015224,0.091703859,0.040110705
hhi20,32.2207222,18.13757324,7.274758673,1.151471376,11.74460983,6.322716366,-3.584551096,12.29907513,6.56621657,0.002979914,0.011230198,3.344959646,0.203,0.011618821,0.274,0.777118569,0.216097876,2.394026279,0.136928227,0.020887029,0.995094538,0.020486651,2.84591624,10,0.995305479,0.251,-0.736739046,2.449120998,0.196273103,380.3245,0.007234192,0.445140451,0.176719457,7.275044016,10,0.478936046,2.806,-0.032802114,1.020086646,0.980248749,1232.765207,0.005062045,0.549953997,0.177084237,7.277048507,10,0.577761471,2.772,0.030857092,0.981399834,1.018909812,1547.003614,0.004511632,0.004905375,0.020486649,2.84592587,0.2,0.021065721,0.251,0.736730938,0.196269289,2.449092388,0.104546032,0.041477239
hhi21,32.65726471,18.4185791,7.269123856,1.654792666,15.13005066,6.557170232,-3.165738344,15.71191216,6.737848652,0.003502386,0.012174833,3.501790838,0.216,0.012668578,0.298,0.814037469,0.233704522,2.346930265,0.170325415,0.019957142,0.994264841,0.022155635,2.973745248,10,0.994511545,0.269,-0.768028113,2.402513266,0.211668611,9.276844649,0.086057629,0.453274965,0.178074703,7.294913078,10,0.48699972,2.831,-0.040390928,1.024716139,0.975693882,622.1556155,0.00713892,0.540989816,0.178496465,7.280503434,10,0.569676161,2.797,0.0382164,0.976977468,1.023402095,742.7236024,0.006575249,0.00573521,0.022155637,2.973783617,0.2,0.02288588,0.269,0.768026943,0.211670771,2.402512074,0.125242621,0.041601291
hhi22,33.16926956,18.79658127,7.318616972,2.291786909,18.65878868,6.762047312,-2.755835056,19.34644508,6.910539838,0.004468266,0.013926811,3.822617358,0.236,0.014626024,0.335,0.856585001,0.259624243,2.278820038,0.238870459,0.018451287,0.992734611,0.024958301,3.279742648,10,0.993048489,0.302,-0.817798799,2.335628271,0.23706767,0.410035158,4.753836047,0.464034408,0.18055959,7.294876717,10,0.497925282,2.877,-0.049124535,1.030079961,0.970527709,388.1216314,0.009175574,0.528700411,0.181199148,7.30142755,10,0.558889091,2.839,0.046351792,0.972162545,1.028407812,465.5039258,0.008414074,0.007265255,0.024958301,3.279753792,0.218,0.025994191,0.302,0.817766373,0.237064466,2.335541725,0.181776645,0.038032217
hhi23,33.91965866,19.36580849,7.309011752,2.915893793,22.3258934,6.94616377,-2.035489798,23.11258888,7.051580896,0.006882697,0.017664822,4.45705625,0.279,0.018958217,0.42,0.90512622,0.310968101,2.134747267,0.173931653,1.234033168,0.988865137,0.031538282,3.965316886,10,0.989367962,0.371,-0.875538033,2.197894812,0.283714831,2.373367214,0.267134145,0.47983709,0.184881881,7.334124905,10,0.514222264,2.876,-0.060882314,1.037386656,0.963578939,252.3219393,0.011655708,0.509028077,0.185825616,7.313495566,10,0.541885972,2.827,0.058578541,0.964874566,1.035978436,265.817035,0.01139761,0.011134822,0.031538282,3.965331518,0.255,0.033446021,0.371,0.875538905,0.283713609,2.197895527,0.312215106,0.035242392
hhi24,31.83393478,17.76439667,7.242358399,0.458721966,4.850170612,5.906164958,-3.983501434,6.104537964,6.571193264,0.031398226,0.025769524,6.254855622,1.572,0.040619161,1.4,0.622563855,0.628220677,1.448837042,0.307376565,0.866858751,0.947793782,0.047048222,5.818527875,10,0.948960841,1.176,-0.668645815,1.501008153,0.589894235,361.2406012,0.002743397,0.433007926,0.174514428,7.281424755,10,0.466852278,2.761,-0.012124799,1.007405519,0.992662132,48867.41259,0.000794203,0.514785826,0.173443779,7.265622553,10,0.543219268,2.66,0.019376905,0.98824507,1.011875272,4037.171278,0.002734106,0.052206244,0.047048222,5.818529895,1.249,0.07027819,1.176,0.668645771,0.589894056,1.501007915,0.2652858,0.169861011
hhi25,31.8352375,17.7633152,7.242218351,0.45929718,4.849672794,5.905650694,-3.980613947,6.103154182,6.571331533,0.074456394,0.044438668,6.938259392,8.464,0.086709552,2.314,0.385161419,0.77529192,1.250742316,2.712676474,0.026990374,0.871272445,0.089702234,6.536806649,10,0.875878036,1.729,-0.500675644,1.341124773,0.702169597,59.20232638,0.012608416,0.460635692,0.179328427,7.318685551,10,0.494311422,2.873,-0.047809319,1.02925086,0.971287191,398.0954779,0.008996489,0.410636961,0.180243075,7.308571559,10,0.448453128,2.778,0.080136455,0.951829135,1.049227357,96.01074679,0.018349751,0.128727466,0.089702234,6.536806848,2.678,0.156898826,1.729,0.500671815,0.702169597,1.341119885,2.57771309,0.051915316
hhi26,31.83529854,17.7665081,7.242257959,0.456204444,4.840377331,5.907179003,-3.98542738,6.097376347,6.570674356,0.118090555,0.049913306,7.135579557,10,0.128205732,2.519,0.152556887,0.908305049,1.095187426,10.13285593,0.015865085,0.784802377,0.113273762,6.839742997,10,0.792934954,2.046,-0.325798911,1.211697936,0.804409623,40.78553588,0.019103833,0.453371644,0.175272718,7.299200035,10,0.486072272,2.89,-0.057259643,1.035069704,0.965677977,263.7734241,0.01081091,0.331430823,0.168209448,7.237516336,10,0.371672958,2.806,0.161416853,0.903946757,1.099986196,6.793694822,0.065992076,0.215197593,0.113273762,6.839743755,10,0.243189067,2.046,0.325796813,0.804409385,1.211695075,3.517346038,0.060729956
hhi27,31.83838081,17.77116966,7.24146327,0.45898357,4.840530396,5.927692369,-3.979982853,6.103677273,6.576448498,0.142479658,0.050480593,7.169356647,10,0.151157975,2.508,0.06272958,0.961869419,1.038742065,138.8579642,0.004296206,0.728758216,0.124180391,6.95875683,10,0.7392627,2.204,-0.249037027,1.159145117,0.850257993,42.80189721,0.01985933,0.425873548,0.169040173,7.300109096,10,0.45819509,2.846,-0.034664668,1.021202087,0.979146063,998.2299564,0.005380581,0.302884638,0.156626791,7.188861351,10,0.340985388,2.662,0.187865212,0.888163686,1.117252231,5.690376665,0.06726031,0.271241784,0.124180391,6.958757622,10,0.298316628,2.204,0.249037027,0.850257993,1.159145117,5.401253542,0.053940178
hhi28,31.79398155,17.75601196,7.237212521,0.461298943,4.848156452,5.928739619,-3.983512163,6.102694511,6.573735394,0.143753067,0.050583959,7.159765877,10,0.152393132,2.483,0.06014779,0.963389635,1.037162304,150.875786,0.004108474,0.725681245,0.124915414,6.930498775,10,0.736353934,2.18,-0.247617018,1.158429742,0.850961745,5.979524399,0.113981377,0.424223453,0.168551743,7.301752005,10,0.456481159,2.857,-0.030134004,1.018394589,0.981845558,1273.326722,0.004724158,0.301457822,0.156443268,7.172456147,10,0.339633971,2.673,0.187297306,0.888484001,1.116805196,5.652610103,0.067442124,0.274318755,0.124915414,6.930497988,10,0.301420867,2.18,0.247617018,0.850961745,1.158429742,5.48395473,0.053868191
hhi29,31.87367439,17.77204323,7.233142403,0.472522855,4.875539303,5.905035048,-3.959781647,6.130478382,6.587968241,0.144502863,0.050507478,7.182089333,10,0.153075323,2.467,0.055507579,0.966186702,1.034306526,177.6880876,0.003783643,0.723642588,0.125103354,6.992114158,10,0.734376788,2.185,-0.241978615,1.154642344,0.854245961,29.62617231,0.024564767,0.421873868,0.167903587,7.297160818,10,0.4540582,2.763,-0.029355576,1.017962575,0.982269049,1360.791206,0.004588203,0.30176875,0.15566121,7.19942827,10,0.339550465,2.582,0.191072301,0.886063457,1.119641185,5.824301569,0.065978249,0.276357383,0.125103354,6.992127224,10,0.30335471,2.185,0.241978807,0.854245842,1.154642463,5.592501456,0.053413077
hhi30,31.83288002,17.76402473,7.242147364,0.456704468,4.845899105,5.905513862,-3.986391783,6.100314617,6.571349252,0.03474297,0.027370149,6.261096429,1.761,0.044228926,1.48,0.598299348,0.644088626,1.425431728,0.26257028,1.377820432,0.941836357,0.050497886,5.787182199,10,0.943189263,1.234,-0.65098635,1.48147893,0.603097856,110.7106214,0.007143252,0.427657217,0.17423135,7.290704,10,0.461787105,2.748,-0.000957471,1.000583649,0.999418974,10805.63827,0.001681358,0.51417917,0.173634812,7.275348038,10,0.542705476,2.646,0.009479828,0.994240165,1.005805731,126226.0508,0.000482787,0.058163553,0.050497886,5.787182326,1.363,0.077026181,1.234,0.650986792,0.603096306,1.481477976,1.368304743,0.042190013
hhi31,31.83288002,17.76402473,7.242147364,0.456704468,4.845899105,5.905513862,-3.986391783,6.100314617,6.571349252,0.088187039,0.047147881,7.032535222,10,0.099999361,2.45,0.303219778,0.821490228,1.19383347,3.332802221,0.026385368,0.844739616,0.098559938,6.644915802,10,0.850469708,1.866,-0.438028623,1.292476654,0.738956034,100.5322695,0.010335833,0.455931872,0.178302944,7.301261457,10,0.48955664,2.882,-0.047266935,1.028922439,0.971629262,418.6981684,0.00872322,0.388807714,0.178353593,7.293551113,10,0.427763164,2.801,0.097690757,0.941423357,1.060083747,61.39307216,0.022624341,0.155260533,0.098559938,6.644916134,4.387,0.183901846,1.866,0.438030557,0.738955855,1.292478919,10.73699428,0.027680983
hhi32,31.83288002,17.76402473,7.242147364,0.456704468,4.845899105,5.905513862,-3.986391783,6.100314617,6.571349252,0.131997496,0.050258078,7.16001797,10,0.14124164,2.501,0.09942761,0.939784646,1.061658621,53.64086776,0.006846953,0.753910959,0.119248725,6.901641335,10,0.76328361,2.123,-0.281784636,1.181393385,0.830533206,14.91664077,0.045609916,0.44082585,0.172216579,7.296079287,10,0.4732714,2.865,-0.047882501,1.029305458,0.971241355,404.5837956,0.008594934,0.313085139,0.161904901,7.2017381,10,0.352470547,2.742,0.181926036,0.891849101,1.113182306,5.790913445,0.068955641,0.246089026,0.119248725,6.901641078,10,0.273459435,2.123,0.281784732,0.830533087,1.181393385,4.420848306,0.05718823
hhi33,31.83288002,17.76402473,7.242147364,0.456704468,4.845899105,5.905513862,-3.986391783,6.100314617,6.571349252,0.146362633,0.050774589,7.173568909,10,0.15491958,2.493,0.046618826,0.971581757,1.028740883,242.7166709,0.003258602,0.718693376,0.126387835,6.985604969,10,0.729721725,2.205,-0.235145546,1.150020719,0.85837692,29.19495503,0.025126767,0.417079628,0.167144969,7.284672218,10,0.449324846,2.823,-0.023226137,1.014182448,0.985987127,2809.62663,0.003163809,0.30161342,0.155769855,7.158217372,10,0.339462638,2.654,0.186224708,0.889013112,1.116155744,5.783430894,0.066312382,0.281306893,0.126387835,6.985606114,10,0.308394879,2.205,0.235144489,0.858377874,1.150020361,5.844419739,0.052811494
hhi34,31.83288002,17.76402473,7.242147364,0.456704468,4.845899105,5.905513862,-3.986391783,6.100314617,6.571349252,0.147594661,0.051055342,7.168689659,10,0.156175673,2.514,0.040686809,0.9751966,1.025046468,320.0276678,0.002855712,0.715251029,0.127534747,6.978281113,10,0.726532519,2.227,-0.229135628,1.145910501,0.862003565,27.5287831,0.026256486,0.41347152,0.166577891,7.283603307,10,0.445765406,2.826,-0.01796856,1.010960817,0.98914963,6323.191736,0.002101992,0.301779747,0.155705884,7.157095033,10,0.339581102,2.669,0.183820685,0.890467942,1.114577651,5.851925145,0.065906111,0.284748793,0.127534747,6.978281711,10,0.312004685,2.227,0.229137504,0.862002432,1.145911694,6.03919245,0.05245457
